nombre,distrito_id,distrito_nombre,departamento_id,departamento_nombre,tipo,lat,lon,observacion
Estación Josefina,841,Frontera,8,Castellanos,Localidad,-31.4389118945804,-62.02738092187978,
Estación Km. 501,840,Zenón Pereyra,8,Castellanos,Localidad,-31.553989986459772,-61.978079175037294,
Estación María Juana,844,María Juana,8,Castellanos,Paraje,-31.713860694523625,-61.73013201223563,
Estación Moussy,319,Avellaneda,3,General Obligado,Localidad,-29.01670209441488,-59.68576207629634,
Estación Presidente Roca,823,Presidente Roca,8,Castellanos,Localidad,-31.232692695376098,-61.609113845750365,
Estación Saguier,829,Saguier,8,Castellanos,Localidad,-31.31732095382275,-61.696169424813505,
Estación Teodelina,1723,Teodelina,17,General López,Paraje,-34.14545784412822,-61.475420873758495,
Estación Villa Ana,309,Villa Ana,3,General Obligado,Paraje,-28.50672498190685,-59.66527821558464,
Esteban Rams,107,Esteban Rams,1,Nueve de Julio,Comuna,-29.771474627063675,-61.48929776339743,
Esther,616,Esther,6,San Justo,Comuna,-31.04168012821078,-60.643650566145126,
Eusebia,808,Eusebia,8,Castellanos,Comuna,-30.946431583473498,-61.857213381259314,
Eustolia,839,Eustolia,8,Castellanos,Comuna,-31.575240680644047,-61.78304492915449,
Felicia,912,Felicia,9,Las Colonias,Comuna,-31.244417059666226,-61.21214702745745,
Fighiera,1619,Fighiera,16,Rosario,Comuna,-33.193769252394006,-60.469384546784454,
Firmat,1706,Firmat,17,General López,Municipalidad,-33.45793939536411,-61.488735987731005,
Flor De Oro,316,Lanteri,3,General Obligado,Localidad,-28.924506173916967,-59.65270340710496,
Florencia,302,Florencia,3,General Obligado,Comuna,-28.040607455277048,-59.220480832966985,
Fortín 6 de Caballería,111,Santa Margarita,1,Nueve de Julio,Paraje,-28.274322498200874,-61.23391590629398,
Fortín Águila,207,Fortín Olmos,2,Vera,Paraje,-29.070652674622057,-60.480779820266186,
Fortín Alerta,106,Logroño,1,Nueve de Julio,Paraje,-29.412617281700207,-61.56321107995003,
Fortín Atahualpa,110,Villa Minetti,1,Nueve de Julio,Paraje,-28.77990527311101,-61.66297786316359,
Fortín Cabeza de Chancho,103,San Bernardo,1,Nueve de Julio,Paraje,-28.498519551144497,-61.34796048924362,
Fortín Cacique,105,Tostado,1,Nueve de Julio,Paraje,-29.19575002841991,-61.36524511570284,
Fortín Centinela,107,Esteban Rams,1,Nueve de Julio,Paraje,-29.44739682324996,-61.435931210073434,
Fortín Charrúa,207,Fortín Olmos,2,Vera,Paraje,-29.0932274917752,-60.965233992222494,
Fortín Chilcas,207,Fortín Olmos,2,Vera,Paraje,-29.125315519339814,-60.697749561168116,
Fortín Guaycurú,207,Fortín Olmos,2,Vera,Localidad,-29.100628511553168,-60.24011302427611,
Fortín Independencia,106,Logroño,1,Nueve de Julio,Paraje,-29.375674657811604,-61.635802155939096,
Fortín Los Pozos,105,Tostado,1,Nueve de Julio,Paraje,-29.181443697560173,-61.21026509592133,
Fortín Olmos,207,Fortín Olmos,2,Vera,Comuna,-29.05238944397063,-60.414399305083926,
Fortín Tacurí,102,Gato Colorado,1,Nueve de Julio,Paraje,-28.12546769786021,-61.198139756535724,
Fortín Toba,206,Toba,2,Vera,Paraje,-29.167796529611785,-60.14834799051668,
Fortín Tostado,105,Tostado,1,Nueve de Julio,Paraje,-29.289894565936777,-61.820623121541885,
Francisco Paz,1906,Santa Teresa,19,Constitución,Paraje,-33.41452782156829,-60.86932974888416,
Franck,926,Franck,9,Las Colonias,Comuna,-31.58714300208042,-60.938341793989714,
Fray Luis Beltrán,1504,Fray Luis Beltrán,15,San Lorenzo,Municipalidad,-32.790311015340244,-60.72780665192874,
Fredriksson,1706,Firmat,17,General López,Localidad,-33.44607909450123,-61.47875875584398,
Frontera,841,Frontera,8,Castellanos,Municipalidad,-31.435838219625616,-62.06521669948745,
Fuentes,1514,Fuentes,15,San Lorenzo,Comuna,-33.17252384395202,-61.074232206553496,
Funes,1604,Funes,16,Rosario,Municipalidad,-32.91602079981486,-60.81120999655573,
Gaboto,1117,Gaboto,11,San Jerónimo,Comuna,-32.43246173367498,-60.81786164946034,
Galisteo,813,Galisteo,8,Castellanos,Comuna,-31.049969733738813,-61.37189721427122,
Gálvez,1108,Gálvez,11,San Jerónimo,Municipalidad,-32.0299031620946,-61.22435361225569,
Garabato,211,Garabato,2,Vera,Comuna,-28.95464182142896,-60.13793752405869,
Garibaldi,843,Garibaldi,8,Castellanos,Comuna,-31.650831315228178,-61.80456237654069,
Gato Colorado,102,Gato Colorado,1,Nueve de Julio,Comuna,-28.02214514712776,-61.18689954008619,
General Gelly,1912,General Gelly,19,Constitución,Comuna,-33.599682296161625,-60.59564215497279,
General Lagos,1617,General Lagos,16,Rosario,Comuna,-33.109801517287266,-60.564051747235546,
Gessler,1102,Gessler,11,San Jerónimo,Comuna,-31.87432990288692,-61.12682754858267,
Gobernador Crespo,607,Gobernador Crespo,6,San Justo,Comuna,-30.362704148544523,-60.40161022035054,
Godeken,1813,Godeken,18,Caseros,Comuna,-33.40124560645604,-61.84290156997475,
Godoy,1914,Godoy,19,Constitución,Comuna,-33.36838388137488,-60.50775003179417,
Golondrina,209,Golondrina,2,Vera,Comuna,-28.557218844805746,-60.02453809595013,
Granadero Baigorria,1602,Granadero Baigorria,16,Rosario,Municipalidad,-32.86139945431223,-60.70140168775728,
Gregoria P. De Denis,101,Gregoria P. De Denis,1,Nueve de Julio,Comuna,-28.22759361456006,-61.529063290193015,
Grutly Norte,913,Grutly Sur,9,Las Colonias,Localidad,-31.216117660602333,-61.1039941902745,
Grutly Sur,913,Grutly Sur,9,Las Colonias,Comuna,-31.26867063601231,-61.07193192228757,
Guadalupe Norte,327,Guadalupe Norte,3,General Obligado,Comuna,-28.939042305868316,-59.56240510661611,
Guasuncho,309,Villa Ana,3,General Obligado,Paraje,-28.328170541529854,-59.613327025353506,
Guaycurú,206,Toba,2,Vera,Localidad,-29.12979565898966,-60.1498259000608,
Hardy,303,El Rabón,3,General Obligado,Paraje,-28.14610202122194,-59.26286662078437,
Helvecia,501,Helvecia,5,Garay,Comuna,-31.098852487203505,-60.08924543201901,Cabecera departamental
Hersilia,702,Hersilia,7,San Cristóbal,Comuna,-30.003870455019573,-61.83887849547121,
Hipatia,910,Hipatia,9,Las Colonias,Comuna,-31.125904902219265,-61.03266869981677,
Huanqueros,704,Huanqueros,7,San Cristóbal,Comuna,-30.011910779110192,-61.21860797731473,
Hugentobler,809,Hugentobler,8,Castellanos,Comuna,-30.91799674200517,-61.754305684919025,
Hughes,1720,Hughes,17,General López,Comuna,-33.79865138968253,-61.336722804522005,
Humberto 1º,803,Humberto 1º,8,Castellanos,Comuna,-30.868208998717726,-61.347995241354276,
Humboldt,918,Humboldt,9,Las Colonias,Comuna,-31.400843517225134,-61.082358189517166,
Ibarlucea,1601,Ibarlucea,16,Rosario,Comuna,-32.8518690019836,-60.79070991006332,
Independencia,106,Logroño,1,Nueve de Julio,Paraje,-29.374980745568653,-61.73810784896209,
Ing.  Baosi,911,Sarmiento,9,Las Colonias,Paraje,-31.083449122215573,-61.18028296056613,
Ingeniero Chanourdie,312,Ingeniero Chanourdie,3,General Obligado,Comuna,-28.759711376138476,-59.57688209831049,
Intiyaco,210,Intiyaco,2,Vera,Comuna,-28.67559849561364,-60.072180861640454,
Irigoyen,1112,Irigoyen,11,San Jerónimo,Comuna,-32.15766404815733,-61.10871702622761,
Iriondo,1006,Nelson,10,La Capital,Paraje,-31.31370488212059,-60.75650488769912,
Isleta Linda,103,San Bernardo,1,Nueve de Julio,Paraje,-28.738754202638447,-61.07239857873263,
Iturraspe,1301,Bouquet,13,Belgrano,Paraje,-32.42286595484968,-61.78597762931346,
Jacinto L.  Aráuz,902,Jacinto L.  Aráuz,9,Las Colonias,Comuna,-30.73452902118389,-60.97561021204257,
José  M. Macías,611,San Justo,6,San Justo,Paraje,-30.736504074869693,-60.27326383774088,
Josefina,833,Josefina,8,Castellanos,Comuna,-31.406278406424896,-61.991461318795146,
Juan B. Molina,1913,Juan B. Molina,19,Constitución,Comuna,-33.494297324770415,-60.51260830423777,
Juncal,1903,Juncal,19,Constitución,Comuna,-33.715318802514936,-61.049228006502396,
Km 465,1203,Sastre,12,San Martín,Localidad,-31.8260708426447,-61.772130785769825,
Km.  483,843,Garibaldi,8,Castellanos,Paraje,-31.687846286038216,-61.87209499892027,
Km. 109,211,Garabato,2,Vera,Paraje,-28.872236182712353,-60.23534764168332,
Km. 115,211,Garabato,2,Vera,Paraje,-28.825103029588877,-60.22329257187149,
Km. 119,211,Garabato,2,Vera,Paraje,-28.790432920650183,-60.21769409631364,
Km. 124,210,Intiyaco,2,Vera,Paraje,-28.759887355274813,-60.18905912010608,
Km. 213,205,Calchaquí,2,Vera,Paraje,-29.801241923475494,-60.27160649551746,
Km. 302,206,Toba,2,Vera,Paraje,-29.01110047358575,-60.141171656619086,
Km. 312,106,Logroño,1,Nueve de Julio,Paraje,-29.42615060628575,-61.7183633909763,
Km. 348,209,Golondrina,2,Vera,Paraje,-28.61366505484796,-60.05103791201871,
Km. 375,208,Cañada Ombú,2,Vera,Paraje,-28.374889728312684,-59.989190964885275,
Km. 392,212,Los Amores,2,Vera,Paraje,-28.216668525084142,-59.98725765292289,
Km. 408,308,Villa Ocampo,3,General Obligado,Paraje,-28.54221589571092,-59.35644997976971,
Km. 41,312,Ingeniero Chanourdie,3,General Obligado,Paraje,-28.582907310747213,-59.68285470500315,
Km. 421,307,Tacuarendí,3,General Obligado,Paraje,-28.40968537319334,-59.29834459876409,
Km. 452,101,Gregoria P. De Denis,1,Nueve de Julio,Paraje,-28.247131787065076,-61.448500363581765,
Km. 468,101,Gregoria P. De Denis,1,Nueve de Julio,Paraje,-28.085524911283574,-61.46721847656921,
Km. 49,304,Villa Guillermina,3,General Obligado,Paraje,-28.15124526532592,-59.49465067982448,
Km. 67,309,Villa Ana,3,General Obligado,Paraje,-28.373225834642806,-59.65408092627854,
Km. 85,837,Angélica,8,Castellanos,Paraje,-31.518209563278347,-61.457111120922505,
Km. 89,207,Fortín Olmos,2,Vera,Paraje,-29.020982411380853,-60.3340054567198,
La Blanca,605,La Criolla,6,San Justo,Paraje,-30.18618579902268,-60.48903517824193,
La Brava,406,La Brava,4,San Javier,Comuna,-30.445318167010836,-60.14115384830957,
La Cabral,732,La Cabral,7,San Cristóbal,Comuna,-30.086786065915938,-61.17840898118014,
La Caima,1104,Desvío Arijón,11,San Jerónimo,Paraje,-31.832604524647547,-60.87439580327864,
La California,1302,Las Rosas,13,Belgrano,Paraje,-32.54324162246186,-61.549085526324696,
La Camila,602,La Camila,6,San Justo,Comuna,-30.079397150170735,-60.56345119514987,
La Carolina,1610,Piñero,16,Rosario,Paraje,-33.078110951140985,-60.70212260428238,
La Celia,320,Reconquista,3,General Obligado,Paraje,-29.222642497982903,-59.775461011712025,
La Chispa,1702,La Chispa,17,General López,Comuna,-33.543637393227804,-61.97285823498243,
La Cigüeña,207,Fortín Olmos,2,Vera,Paraje,-29.256373494131932,-61.01312609151695,
La Criolla,605,La Criolla,6,San Justo,Comuna,-30.226100479859152,-60.36392108531487,
La Diamela,322,Berna,3,General Obligado,Paraje,-29.206286710760054,-59.948540593913286,
La Esmeralda,324,Los Laureles,3,General Obligado,Paraje,-29.324539167446037,-59.70852187656541,
La Flor,1810,Los Quirquinchos,18,Caseros,Paraje,-33.28889000047232,-61.66788897576077,
La Frontera,824,Rafaela,8,Castellanos,Paraje,-31.19947465485821,-61.461359839720004,
La Gallareta,203,La Gallareta,2,Vera,Comuna,-29.58518380904549,-60.379487610600776,
La Guardia,1011,Santa Fe,10,La Capital,Localidad,-31.6421162006052,-60.63378232306338,
La Lola,320,Reconquista,3,General Obligado,Paraje,-29.253565123687284,-59.68621040143534,
La Lucila,720,La Lucila,7,San Cristóbal,Comuna,-30.41977469747471,-61.0031832927204,
La María,403,Alejandra,4,San Javier,Paraje,-29.74601033253797,-59.93015583298694,
La Noria,506,Saladero Cabal,5,Garay,Paraje,-30.895628958976282,-60.127224909519875,
La Pelada,903,La Pelada,9,Las Colonias,Comuna,-30.866049891691347,-60.96834168041478,
La Penca y Caraguatá,606,La Penca y Caraguatá,6,San Justo,Comuna,-30.347277977269187,-60.52078352529395,
La Potasa,328,Nicanor E. Molinas,3,General Obligado,Paraje,-29.141432280008438,-59.76132620420653,
La Reserva,309,Villa Ana,3,General Obligado,Localidad,-28.500452490030778,-59.51693603204528,
La Ribera,1501,Timbúes,15,San Lorenzo,Localidad,-32.637779824626385,-60.818845221431026,
La Rubia,712,La Rubia,7,San Cristóbal,Comuna,-30.11011536565005,-61.793487183333944,
La Sarita,326,La Sarita,3,General Obligado,Comuna,-28.97225913100982,-59.84969896955094,
La Sarnosa,207,Fortín Olmos,2,Vera,Paraje,-29.234639082618646,-60.5322455437963,
La Sirena,326,La Sarita,3,General Obligado,Paraje,-28.995581611558087,-59.762993933797645,
La Vanguardia,326,La Sarita,3,General Obligado,Paraje,-28.911300234740153,-59.83909968910473,
La Vanguardia,1907,La Vanguardia,19,Constitución,Comuna,-33.35814291653436,-60.657000783579996,
La Viuda,1803,Arequito,18,Caseros,Paraje,-33.22225972989755,-61.559220708120414,
Labordeboy,1721,Labordeboy,17,General López,Comuna,-33.720628386686094,-61.31830382222597,
Laguna Paiva,1005,Laguna Paiva,10,La Capital,Municipalidad,-31.307283515947468,-60.65998574132362,
Landeta,1210,Landeta,12,San Martín,Comuna,-32.01265381418232,-62.06189829683676,
Lanteri,316,Lanteri,3,General Obligado,Comuna,-28.840661934134467,-59.636697689855296,
Larguia,1402,Totoras,14,Iriondo,Localidad,-32.55194154491866,-61.21796227955947,
Larrechea,1103,Larrechea,11,San Jerónimo,Comuna,-31.9341071097844,-61.049309871622725,
Las 4 Bocas,103,San Bernardo,1,Nueve de Julio,Paraje,-28.61099697515203,-61.42838601373287,
Las Amintas,322,Berna,3,General Obligado,Paraje,-29.272875523085993,-59.80044410206524,
Las Avispas,705,Las Avispas,7,San Cristóbal,Comuna,-29.893139012580452,-61.28941639614494,
Las Bandurrias,1213,Las Bandurrias,12,San Martín,Comuna,-32.19717342009314,-61.491594946259454,
Las Cañas,501,Helvecia,5,Garay,Paraje,-31.013856738358857,-60.27440538655929,
Las Chunas,211,Garabato,2,Vera,Paraje,-28.960860374692786,-60.112469795241914,
Las Gamas,202,Vera,2,Vera,Paraje,-29.429486097440755,-60.40101357037311,
Las Garzas,315,Las Garzas,3,General Obligado,Comuna,-28.846125872911426,-59.499682196238645,
Las Palmas,324,Los Laureles,3,General Obligado,Paraje,-29.430154197447223,-59.74661627675043,
Las Palmeras,730,Las Palmeras,7,San Cristóbal,Comuna,-30.63016031120634,-61.62575563260783,
Las Parejas,1303,Las Parejas,13,Belgrano,Municipalidad,-32.68167261499559,-61.520022187568884,
Las Petacas,1209,Las Petacas,12,San Martín,Comuna,-31.82096526358734,-62.11212065501687,
Las Rosas,1302,Las Rosas,13,Belgrano,Municipalidad,-32.47502968612547,-61.57657399690612,Cabecera departamental
Las Toscas,305,Las Toscas,3,General Obligado,Municipalidad,-28.354909613794025,-59.259415411393405,
Las Trojas,1410,Cañada De Gómez,14,Iriondo,Paraje,-32.799309553728136,-61.44978839168665,
Las Tunas,924,Las Tunas,9,Las Colonias,Comuna,-31.572006257882165,-60.99652899764975,
Lassaga,1003,Llambi Campbell,10,La Capital,Paraje,-31.21200277434904,-60.78345456060107,
Lazzarino,1728,Lazzarino,17,General López,Comuna,-34.16419859743726,-62.432324658763825,
Lehmann,814,Lehmann,8,Castellanos,Comuna,-31.12531286240841,-61.45227009366609,
Llambi Campbell,1003,Llambi Campbell,10,La Capital,Comuna,-31.184166577251275,-60.74771605286732,
Logroño,106,Logroño,1,Nueve de Julio,Comuna,-29.503038721511107,-61.696220861583946,
Loma Alta,1106,Loma Alta,11,San Jerónimo,Comuna,-31.959921319911086,-61.17679980894004,
López,1101,López,11,San Jerónimo,Comuna,-31.905003567559497,-61.28167358046897,
Los Amores,212,Los Amores,2,Vera,Comuna,-28.103118766143115,-59.97774948741845,
Los Cardenales,404,San Javier,4,San Javier,Paraje,-30.607566277832994,-60.05030314365262,
Los Cardos,1214,Los Cardos,12,San Martín,Comuna,-32.3223677184692,-61.63144742394876,
Los Cerrillos,502,Cayastá,5,Garay,Paraje,-31.296496736293616,-60.27015452383116,
Los Charabones,105,Tostado,1,Nueve de Julio,Paraje,-29.1924245644554,-61.80603440071438,
Los Corrales,911,Sarmiento,9,Las Colonias,Paraje,-31.140444343554282,-61.19466611610639,
Los Corralitos,403,Alejandra,4,San Javier,Paraje,-30.07296597181319,-59.85707555339691,
Los Laureles,324,Los Laureles,3,General Obligado,Comuna,-29.369832932942213,-59.73770293045791,
Los Leones,210,Intiyaco,2,Vera,Paraje,-28.557599315997667,-60.15390555343159,
Los Molinos,1804,Los Molinos,18,Caseros,Comuna,-33.102202889744106,-61.32659247422076,
Los Muchachos,1610,Piñero,16,Rosario,Paraje,-33.085132257825784,-60.73530508846018,
Los Nogales,1802,San José De La Esquina,18,Caseros,Paraje,-33.14156273172483,-61.60508625906547,
Los Paraísos,901,Elisa,9,Las Colonias,Paraje,-30.68868495203687,-61.18863043754888,
Los Quirquinchos,1810,Los Quirquinchos,18,Caseros,Comuna,-33.37720549770399,-61.711109390099494,
Los Sembrados,846,San Vicente,8,Castellanos,Localidad,-31.664830693028026,-61.54328151145483,
Los Tábanos,209,Golondrina,2,Vera,Localidad,-28.45757461985363,-59.982278585535965,
Los Zapallos,503,Santa Rosa,5,Garay,Paraje,-31.493761515731347,-60.428709969931624,
Luciano Leiva,614,Angeloni,6,San Justo,Paraje,-30.867418041559805,-60.61864002213624,
Lucio V. López,1407,Lucio V. López,14,Iriondo,Comuna,-32.712943136092555,-61.01971160741248,
Luis Palacios,1508,Luis Palacios,15,San Lorenzo,Comuna,-32.78277707108764,-60.90550592550694,
Maciel,1118,Maciel,11,San Jerónimo,Comuna,-32.456776220323725,-60.89242864619217,
Maggiolo,1715,Maggiolo,17,General López,Comuna,-33.72219720219765,-62.24644016579794,
Maizales,1515,Villa Mugueta,15,San Lorenzo,Paraje,-33.32056202439007,-60.96414602602262,
Malabrigo,323,Malabrigo,3,General Obligado,Municipalidad,-29.34877040383386,-59.97003647852628,
Mangore,846,San Vicente,8,Castellanos,Paraje,-31.641076133084976,-61.67965441143973,
Manucho,1006,Nelson,10,La Capital,Paraje,-31.268536878768373,-60.81410712167298,
Marcelino Escalada,609,Marcelino Escalada,6,San Justo,Comuna,-30.580934570582958,-60.468428271587726,
Margarita,204,Margarita,2,Vera,Comuna,-29.69257725494531,-60.25214649905166,
María Eugenia,707,Villa Saralegui,7,San Cristóbal,Paraje,-30.482310676526847,-60.87171546855167,
María Juana,844,María Juana,8,Castellanos,Comuna,-31.675549700102604,-61.751614056478225,
María Luisa,907,María Luisa,9,Las Colonias,Comuna,-31.010642843989025,-60.91073657775539,
María Susana,1217,María Susana,12,San Martín,Comuna,-32.26684317642798,-61.90579753379903,
María Teresa,1717,María Teresa,17,General López,Comuna,-34.01107138728742,-61.91266264999914,
Matilde,936,Matilde,9,Las Colonias,Comuna,-31.791522407503926,-60.98007506751277,
Máximo Paz,1904,Máximo Paz,19,Constitución,Comuna,-33.48482068620167,-60.95722235921759,
Melincué,1709,Melincué,17,General López,Comuna,-33.66112828459517,-61.45700733345785,Cabecera departamental
Merceditas,1722,Wheelwright,17,General López,Paraje,-33.96008291662823,-61.32292892521499,
Miguel Escalada,612,Naré,6,San Justo,Paraje,-31.03526725404882,-60.51481259194103,
Mocoví,309,Villa Ana,3,General Obligado,Paraje,-28.415092909920606,-59.68437781722647,
Moisés Ville,724,Moisés Ville,7,San Cristóbal,Comuna,-30.714462152702996,-61.47054176043104,
Mojón de Hierro,105,Tostado,1,Nueve de Julio,Paraje,-29.130328866983334,-61.88979389310707,
Monigotes,725,Monigotes,7,San Cristóbal,Comuna,-30.48836652411033,-61.634197940076064,
Monje,1116,Monje,11,San Jerónimo,Comuna,-32.36031473537297,-60.94288968069441,
Monte Flores,1616,Villa Amelia,16,Rosario,Paraje,-33.1072187471827,-60.687311468815786,
Monte Oscuridad,727,Monte Oscuridad,7,San Cristóbal,Comuna,-30.441415511617695,-62.10295774363506,
Monte Vera,1009,Monte Vera,10,La Capital,Comuna,-31.515489072350487,-60.6782933397396,
Montefiore,108,Montefiore,1,Nueve de Julio,Comuna,-29.666743511344553,-61.86589185612466,
Montes De Oca,1304,Montes De Oca,13,Belgrano,Comuna,-32.56637998398825,-61.768240383377886,Cabecera departamental
Murphy,1703,Murphy,17,General López,Comuna,-33.642595876029084,-61.85648216826138,
Naré,612,Naré,6,San Justo,Comuna,-30.951163221180014,-60.467784773088745,
Nelson,1006,Nelson,10,La Capital,Comuna,-31.265780982899585,-60.76453861525609,
Nicanor E. Molinas,328,Nicanor E. Molinas,3,General Obligado,Comuna,-29.129543904922716,-59.83149385560377,
Nueva Italia,107,Esteban Rams,1,Nueve de Julio,Paraje,-29.82592437544341,-61.388836323004,
Nueva Lehmann,814,Lehmann,8,Castellanos,Localidad,-31.117641992990222,-61.51421345764301,
Nuevo Torino,919,Nuevo Torino,9,Las Colonias,Comuna,-31.345051301745208,-61.2350818352263,
Ñanducita,719,Ñanducita,7,San Cristóbal,Comuna,-30.370729606466117,-61.13246472725129,
Ogilvie,202,Vera,2,Vera,Localidad,-29.35904734812915,-60.14261682872796,
Oliveros,1404,Oliveros,14,Iriondo,Comuna,-32.57390200406481,-60.85470860658683,
Oratorio Morante,1914,Godoy,19,Constitución,Paraje,-33.421532645456196,-60.411167250565754,
Oroño,1102,Gessler,11,San Jerónimo,Paraje,-31.91783953396731,-61.102168068631855,
Padre Pedro Iturralde,110,Villa Minetti,1,Nueve de Julio,Paraje,-28.497255712091434,-61.594604119005815,
Paikín,611,San Justo,6,San Justo,Paraje,-30.89534095306274,-60.37267792663146,
Pájaro Blanco,403,Alejandra,4,San Javier,Paraje,-29.778858685153995,-59.7969834495446,
Palacios,731,Palacios,7,San Cristóbal,Comuna,-30.708022409050894,-61.621867632010726,
Paraje Arroyo del Rey,312,Ingeniero Chanourdie,3,General Obligado,Paraje,-28.64153976091671,-59.77217095809716,
Paraje El Algarrobal,316,Lanteri,3,General Obligado,Paraje,-28.829252387726587,-59.69981885401008,
Paraje El Ceibo,403,Alejandra,4,San Javier,Paraje,-29.668574991489205,-59.777406817231174,
Paraje El Histórico,207,Fortín Olmos,2,Vera,Paraje,-28.962334745973894,-60.439286444249944,
Paraje El Toro,203,La Gallareta,2,Vera,Paraje,-29.424880205024536,-60.672931769983244,
Paraje Florida,210,Intiyaco,2,Vera,Paraje,-28.680261760502376,-59.98694601043342,
Paraje Km. 12,206,Toba,2,Vera,Paraje,-29.24488393045157,-60.307390969401986,
Paraje Km. 17,206,Toba,2,Vera,Paraje,-29.197932655310193,-60.27863051707306,
Paraje Km. 29,207,Fortín Olmos,2,Vera,Localidad,-29.10602606300818,-60.23644054766823,
Paraje La Campesina,703,Ambrosetti,7,San Cristóbal,Paraje,-30.127709242041313,-61.59919976729762,
Paraje La Posta,103,San Bernardo,1,Nueve de Julio,Paraje,-28.606522700563595,-61.51111107712581,
Paraje La Sarita Vieja,326,La Sarita,3,General Obligado,Paraje,-28.976110099871295,-59.81593765933624,
Paraje La Selva,326,La Sarita,3,General Obligado,Paraje,-29.062686524377714,-59.937389082702836,
Paraje La Sirena,326,La Sarita,3,General Obligado,Paraje,-29.026200888047597,-59.783862819411226,
Paraje La Solita,105,Tostado,1,Nueve de Julio,Paraje,-29.31587662292098,-61.84396514018034,
Paraje Los Lapachos,316,Lanteri,3,General Obligado,Paraje,-28.765113659653128,-59.68143392746051,
Paraje San Roque,402,Colonia Durán,4,San Javier,Paraje,-29.620494141854262,-59.9905387926215,
Paso Las Piedras,606,La Penca y Caraguatá,6,San Justo,Paraje,-30.329511875400605,-60.63052439729019,
Pavón,1919,Pavón,19,Constitución,Comuna,-33.2419983540636,-60.40524797873931,
Pavón Arriba,1905,Pavón Arriba,19,Constitución,Comuna,-33.312457235830145,-60.82412209901135,
Pedro Gómez Cello,601,Pedro Gómez Cello,6,San Justo,Comuna,-30.03703470877697,-60.31523997655919,
Pérez,1606,Pérez,16,Rosario,Municipalidad,-32.9982788684462,-60.768777962871006,
Petronila,707,Villa Saralegui,7,San Cristóbal,Paraje,-30.655563020489122,-60.66487862867871,
Peyrano,1910,Peyrano,19,Constitución,Comuna,-33.53861738112912,-60.80141548076743,
Piamonte,1216,Piamonte,12,San Martín,Comuna,-32.14394386192142,-61.98019018249254,
Pilar,920,Pilar,9,Las Colonias,Comuna,-31.440411827329445,-61.25966996079883,
Piñero,1610,Piñero,16,Rosario,Comuna,-33.11013630585049,-60.79543114897925,
Plaza Matilde,936,Matilde,9,Las Colonias,Localidad,-31.79637171414911,-61.00983334974076,
Portugalete,710,Portugalete,7,San Cristóbal,Comuna,-30.175980476272407,-61.285120072150406,
Pozo Borrado,104,Pozo Borrado,1,Nueve de Julio,Comuna,-28.937535796936096,-61.70720103689969,
Pozo De Los Indios - Paraje Km. 101,211,Garabato,2,Vera,Localidad,-28.946401748782,-60.251311878267174,
Presidente Roca,823,Presidente Roca,8,Castellanos,Comuna,-31.212085794081936,-61.61349532861655,
Progreso,909,Progreso,9,Las Colonias,Comuna,-31.13782368001972,-60.98957201779277,
Providencia,906,Providencia,9,Las Colonias,Comuna,-30.98286718035353,-61.021182658443266,
Pueblo Abc,915,Cululú,9,Las Colonias,Paraje,-31.312535120168903,-60.960380588634195,
Pueblo Esther,1625,Pueblo Esther,16,Rosario,Comuna,-33.07508499087815,-60.57333267545146,
Pueblo Hansen,1810,Los Quirquinchos,18,Caseros,Localidad,-33.265853869552664,-61.70794456786625,
Pueblo Marini,818,Pueblo Marini,8,Castellanos,Comuna,-31.03819153354941,-61.889068175548104,
Pueblo Miguel Torres,1707,Pueblo Miguel Torres,17,General López,Comuna,-33.52775825136413,-61.46491515936822,
Pueblo Muñoz,1612,Pueblo Muñoz,16,Rosario,Comuna,-33.17202619285271,-60.89809250049292,
Pueblo San Antonio,830,Pueblo San Antonio,8,Castellanos,Comuna,-31.21223237125326,-61.72468067666795,
Pueblo Uranga,1622,Pueblo Uranga,16,Rosario,Comuna,-33.261615316536655,-60.708238093239785,
Puerto Aragón,1115,Barrancas,11,San Jerónimo,Localidad,-32.24265145314617,-60.9224046655142,
Puerto Ocampo,308,Villa Ocampo,3,General Obligado,Paraje,-28.558239992906525,-59.16349092273212,
Puerto Piracuá,303,El Rabón,3,General Obligado,Paraje,-28.147556009244315,-59.13132190479825,
Puerto Piracuacito,303,El Rabón,3,General Obligado,Paraje,-28.228586856261927,-59.11742889570227,
Puerto Reconquista,320,Reconquista,3,General Obligado,Paraje,-29.235803413973777,-59.581249946009244,
Puerto San Martin,1502,Puerto San Martin,15,San Lorenzo,Municipalidad,-32.71606567585624,-60.73134955798948,
Puesto el 23,111,Santa Margarita,1,Nueve de Julio,Paraje,-28.277721574261957,-61.34479050926151,
Pujato,1512,Pujato,15,San Lorenzo,Comuna,-33.01648275004147,-61.04376056151681,
Pujato Norte,925,Pujato Norte,9,Las Colonias,Comuna,-31.52017510221266,-60.92854234562445,
Rafaela,824,Rafaela,8,Castellanos,Municipalidad,-31.25260259716998,-61.49170014576931,Cabecera departamental
Ramal San Juan,304,Villa Guillermina,3,General Obligado,Paraje,-28.244986020112176,-59.54106861806461,
Ramayón,610,Ramayón,6,San Justo,Comuna,-30.67351762074167,-60.50097784094658,
Ramona,819,Ramona,8,Castellanos,Comuna,-31.091800347268943,-61.90246873584789,
Rastreador Fournier,1718,Santa Isabel,17,General López,Paraje,-33.86715404028836,-61.679094897684124,
